anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,label_status,label_reasons,label_unresolved_offsets,label_carrier,label_carrier_offset,label_carrier_d,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,interior_prime_offsets,structural_status,structural_reasons,rule_x_status,rule_x_reasons,survivor_lock_status,survivor_lock_reasons,label_lock_status,label_lock_reasons,exact_status,exact_reasons
6907,10,6917,6913,6,4,0,3,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,12,6919,6913,6,4,0,4,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_11 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,16,6923,6913,6,4,0,8,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_7 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,22,6929,6913,6,4,0,14,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_13 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,24,6931,6913,6,4,0,16,REJECTED,CANDIDATE_WITNESS_FACTOR_29,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_29 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,30,6937,6913,6,4,0,22,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_7 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,34,6941,6913,6,4,0,26,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_11 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,36,6943,6913,6,4,0,28,REJECTED,CANDIDATE_WITNESS_FACTOR_53,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_53 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,40,6947,6913,6,4,0,32,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,42,6949,6913,6,4,0,33,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,46,6953,6913,6,4,0,36,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_17 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,52,6959,6913,6,4,0,42,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,54,6961,6913,6,4,0,43,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,60,6967,6913,6,4,0,48,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,64,6971,6913,6,4,0,51,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,66,6973,6913,6,4,0,52,REJECTED,CANDIDATE_WITNESS_FACTOR_19,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_19 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,70,6977,6913,6,4,0,56,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,72,6979,6913,6,4,0,57,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_7 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,76,6983,6913,6,4,0,61,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,82,6989,6913,6,4,0,66,REJECTED,CANDIDATE_WITNESS_FACTOR_29,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_29 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,84,6991,6913,6,4,0,68,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,90,6997,6913,6,4,0,73,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76 84,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,94,7001,6913,6,4,0,76,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76 84 90,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,96,7003,6913,6,4,0,77,REJECTED,CANDIDATE_WITNESS_FACTOR_47,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_47 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,100,7007,6913,6,4,0,81,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_7 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,102,7009,6913,6,4,0,83,REJECTED,CANDIDATE_WITNESS_FACTOR_43,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_43 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,106,7013,6913,6,4,0,87,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76 84 90 94,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,112,7019,6913,6,4,0,92,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76 84 90 94 106,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,114,7021,6913,6,4,0,93,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94 106 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_7 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,120,7027,6913,6,4,0,99,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,4 10 40 42 52 54 60 64 70 76 84 90 94 106 112,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94 106 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6907,124,7031,6913,6,4,0,102,REJECTED,CANDIDATE_WITNESS_FACTOR_79,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94 106 112 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_79 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6907,126,7033,6913,6,4,0,104,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,6913,6,4,6908,1,12,6910,3,8,6910,3,8,6913,6,4,6910,3,8,6913,6,4,4 10 40 42 52 54 60 64 70 76 84 90 94 106 112 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_WITNESS_FACTOR_13 LABEL_FREE_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,2,6913,6912,1,36,0,0,REJECTED,CANDIDATE_WITNESS_FACTOR_31,,6912,1,36,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_31,REJECTED,CANDIDATE_COMPOSITE
6911,6,6917,6913,2,4,0,3,RESOLVED_SURVIVOR,,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,RESOLVED_SURVIVOR,,SURVIVES,
6911,8,6919,6913,2,4,0,4,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,12,6923,6913,2,4,0,8,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,18,6929,6913,2,4,0,14,REJECTED,CANDIDATE_WITNESS_FACTOR_13,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_13,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,20,6931,6913,2,4,0,16,REJECTED,CANDIDATE_WITNESS_FACTOR_29,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_29,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,26,6937,6913,2,4,0,22,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,30,6941,6913,2,4,0,26,REJECTED,CANDIDATE_WITNESS_FACTOR_11,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_11,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,32,6943,6913,2,4,0,28,REJECTED,CANDIDATE_WITNESS_FACTOR_53,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_53,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,36,6947,6913,2,4,0,32,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,38,6949,6913,2,4,0,33,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,42,6953,6913,2,4,0,36,REJECTED,CANDIDATE_WITNESS_FACTOR_17,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_17,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,48,6959,6913,2,4,0,42,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36 38,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,50,6961,6913,2,4,0,43,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36 38 48,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,56,6967,6913,2,4,0,48,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36 38 48 50,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48 50,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,60,6971,6913,2,4,0,51,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36 38 48 50 56,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48 50 56,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,62,6973,6913,2,4,0,52,REJECTED,CANDIDATE_WITNESS_FACTOR_19,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48 50 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_19,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
6911,66,6977,6913,2,4,0,56,UNRESOLVED,UNRESOLVED_INTERIOR_OPEN,6 36 38 48 50 56 60,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48 50 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,UNRESOLVED,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
6911,68,6979,6913,2,4,0,57,REJECTED,CANDIDATE_WITNESS_FACTOR_7,,6913,2,4,6912,1,36,6913,2,4,6913,2,4,,,,6913,2,4,,,,6 36 38 48 50 56 60 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_WITNESS_FACTOR_7,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
